Bib,Name,Country,Gender,Division,Division Rank,Overall Time,Overall Rank,Swim Time,Swim Rank,Bike Time,Bike Rank,Run Time,Run Rank,Finish Status
437,태규 김,Korea,Male,M45-49,78,14:43:25,423,1:15:56,60,7:03:23,448,6:03:40,454,Finisher
592,Sangsam Han,Korea,Male,M55-59,43,14:43:55,424,1:25:20,184,6:53:04,418,6:04:14,455,Finisher
625,Donggyoo Park,Korea,Male,M55-59,44,14:43:59,425,1:46:14,475,6:34:06,334,6:02:58,453,Finisher
589,Richard Bysouth,United Kingdom,Male,M55-59,45,14:44:05,426,1:36:47,379,7:07:14,460,5:38:15,393,Finisher
683,Tak Gyu Lim,Korea,Male,M60-64,20,14:45:52,427,1:32:46,319,7:01:04,441,5:45:24,416,Finisher
668,Chang Gyu Hwang,Korea,Male,M60-64,21,14:47:54,428,1:34:15,344,7:12:38,478,5:41:24,404,Finisher
649,장 영근,Korea,Male,M55-59,46,14:49:09,429,1:31:29,297,6:44:59,383,6:16:50,475,Finisher
555,성식 김,Korea,Male,M50-54,66,14:50:16,430,1:48:36,493,7:07:32,461,5:27:52,369,Finisher
616,Seung Hee Lee,Korea,Male,M55-59,47,14:50:53,431,1:52:41,514,7:22:23,495,5:11:24,323,Finisher
570,재교 최,Korea,Male,M50-54,67,14:51:04,432,1:53:57,527,7:09:06,469,5:21:03,357,Finisher
685,Youn Gi Park,Korea,Male,M60-64,22,14:52:13,433,1:38:27,409,6:45:09,385,6:10:08,463,Finisher
603,Yongduk Jung,Korea,Male,M55-59,48,14:52:20,434,1:44:54,459,7:08:44,465,5:38:13,392,Finisher
378,Sang Kyu Jang,Korea,Male,M45-49,79,14:52:27,435,1:33:27,331,7:09:00,467,5:54:07,432,Finisher
141,Young-Dae Kim,Korea,Male,M30-34,22,14:52:59,436,1:34:07,341,7:29:01,504,5:17:28,345,Finisher
700,동일 장,Korea,Male,M60-64,23,14:54:14,437,1:53:50,523,6:48:32,402,5:42:00,407,Finisher
491,Namjo Choi,Korea,Male,M50-54,68,14:55:06,438,1:31:01,287,7:18:14,490,5:50:07,424,Finisher
304,Yohan Min,Korea,Male,M40-44,71,14:55:52,439,1:37:35,394,7:33:04,509,4:55:10,265,Finisher
439,현석 김,Korea,Male,M45-49,80,14:55:55,440,1:44:54,460,7:03:47,451,5:44:47,414,Finisher
264,Eungyu Choi,Korea,Male,M40-44,72,14:57:57,441,1:55:28,530,6:40:34,365,6:06:28,459,Finisher
151,승찬 이,Korea,Male,M30-34,23,14:59:26,442,1:24:22,169,7:05:09,456,6:09:59,462,Finisher
323,Seungyeon Yeom,Korea,Male,M40-44,73,15:00:07,443,2:02:37,552,6:51:05,411,5:38:15,394,Finisher
655,Kyung Sook Kim,Korea,Female,F55-59,11,15:00:28,444,1:42:05,441,7:33:59,511,5:29:01,373,Finisher
503,Dong Oh Jang,Korea,Male,M50-54,69,15:00:41,445,1:29:19,251,7:33:47,510,5:28:19,371,Finisher
687,Taek Sang Ryu,Korea,Male,M60-64,24,15:02:16,446,1:43:33,451,6:46:36,390,6:04:37,456,Finisher
648,준호 이,Korea,Male,M55-59,49,15:03:41,447,1:56:43,538,7:02:36,446,5:36:57,390,Finisher
653,Misook Chae,Korea,Female,F55-59,12,15:03:46,448,1:34:48,350,7:40:15,517,5:25:44,364,Finisher
227,Will Zhu,United States,Male,M35-39,57,15:03:57,449,1:46:54,482,7:30:37,508,5:27:58,370,Finisher
547,Min Ho Yeom,Korea,Male,M50-54,70,15:05:53,450,1:28:04,227,7:12:34,477,6:01:44,448,Finisher
242,상규 이,Korea,Male,M35-39,58,15:06:26,451,1:28:58,240,7:41:42,519,5:26:10,365,Finisher
637,Dongjae Yoo,Korea,Male,M55-59,50,15:07:39,452,2:06:00,558,6:40:29,362,5:52:39,431,Finisher
537,Honghoon Park,Korea,Male,M50-54,71,15:11:26,453,1:48:06,488,6:16:27,259,6:47:34,514,Finisher
590,Kwangseob Eom,Korea,Male,M55-59,51,15:12:47,454,2:04:15,554,7:14:10,481,5:29:44,375,Finisher
650,진홍 최,Korea,Male,M55-59,52,15:12:48,455,1:37:39,396,6:58:30,433,6:16:24,473,Finisher
427,Jeongho Yoo,Korea,Male,M45-49,81,15:12:49,456,1:39:52,423,6:28:00,317,6:45:17,513,Finisher
623,Jung-Hyun Paik,Korea,Male,M55-59,53,15:12:54,457,1:53:14,520,7:08:36,464,5:46:11,418,Finisher
647,연우 이,Korea,Male,M55-59,54,15:14:16,458,1:37:55,400,7:11:00,472,5:57:35,441,Finisher
583,Myung Jin Yoon,Korea,Female,F50-54,8,15:16:43,459,1:50:09,496,7:15:54,486,5:52:28,429,Finisher
404,Sy Chieh Lee,Singapore,Male,M45-49,82,15:17:58,460,1:33:32,332,7:04:39,452,6:19:10,483,Finisher
608,Taehoon Kim,Korea,Male,M55-59,55,15:18:38,461,1:59:37,545,6:52:10,414,6:10:26,464,Finisher
573,Jung Hwa Cho,Korea,Female,F50-54,9,15:18:53,462,1:38:50,412,7:37:11,514,5:44:37,413,Finisher
484,Hoseok Chae,Korea,Male,M50-54,72,15:20:53,463,1:28:34,232,7:29:28,505,5:43:49,411,Finisher
37,Sangin Nam,Korea,Male,M65-69,7,15:23:11,464,1:31:10,291,6:55:57,423,6:35:04,505,Finisher
295,Hwa Young Lee,Korea,Male,M40-44,74,15:24:22,465,1:49:24,494,7:24:11,497,5:57:13,438,Finisher
694,달곤 김,Korea,Male,M60-64,25,15:26:11,466,1:36:11,373,7:22:41,496,6:02:55,451,Finisher
110,다성 송,Korea,Male,M25-29,9,15:28:29,467,1:27:42,224,7:43:42,524,5:41:10,403,Finisher
349,보문 정,Korea,Male,M40-44,75,15:29:09,468,1:33:38,335,7:40:42,518,5:54:55,433,Finisher
239,범구 심,Korea,Male,M35-39,59,15:30:57,469,1:48:31,492,6:52:59,417,6:27:08,493,Finisher
213,Jia Li,China,Male,M35-39,60,15:32:34,470,1:32:31,314,7:48:20,527,5:57:15,439,Finisher
692,Sung Moon Yang,Korea,Male,M60-64,26,15:36:17,471,1:36:34,377,7:20:03,492,6:23:33,488,Finisher
276,Thai Tri Hung,Vietnam,Male,M40-44,76,15:36:29,472,1:47:36,485,6:55:47,421,6:31:12,496,Finisher
482,Moosung Byun,Korea,Male,M50-54,73,15:36:59,473,1:42:40,446,7:12:05,475,6:19:09,482,Finisher
224,Kiran Sahu,India,Male,M35-39,61,15:38:18,474,1:25:41,190,7:58:21,531,5:43:41,410,Finisher
441,기영 박,Korea,Male,M45-49,83,15:38:41,475,1:35:25,360,7:15:26,483,6:23:24,487,Finisher
671,Chul Hoi Jeong,Korea,Male,M60-64,27,15:39:16,476,1:50:26,499,6:45:27,387,6:39:47,508,Finisher
638,Danilo Zapanta,Philippines,Male,M55-59,56,15:40:13,477,1:51:45,508,6:57:13,428,6:24:05,490,Finisher
129,Akshay Awati,India,Male,M30-34,24,15:41:01,478,1:41:56,440,6:46:45,392,6:49:56,515,Finisher
483,Joonho Cha,Korea,Male,M50-54,74,15:44:49,479,1:46:28,477,6:57:44,430,6:39:51,509,Finisher
641,보은 김,Korea,Male,M55-59,57,15:44:51,480,1:44:27,456,6:43:01,374,6:53:39,519,Finisher
324,Jong Bin Yoon,Korea,Male,M40-44,77,15:47:05,481,1:32:46,318,7:27:40,503,6:18:31,480,Finisher
690,Tae Seung Song,Korea,Male,M60-64,28,15:48:21,482,1:57:04,540,7:15:37,485,6:19:55,484,Finisher
471,Yang Ngee Yeo,Singapore,Female,F45-49,12,15:48:58,483,2:06:03,559,6:48:00,398,6:33:53,502,Finisher
586,지영 황,Korea,Female,F50-54,10,15:49:02,484,1:51:52,511,6:56:05,424,6:39:51,510,Finisher
191,Jaegong Choi,Korea,Male,M35-39,62,15:51:38,485,1:43:56,452,6:10:44,235,7:40:26,528,Finisher
495,Kyounghoon Han,Korea,Male,M50-54,75,15:53:13,486,1:28:34,233,6:54:32,419,7:08:20,523,Finisher
127,Jeonghyeon Kim,Korea,Female,F25-29,3,15:54:40,487,1:35:36,361,7:26:54,502,6:34:35,504,Finisher
342,주민 이,Korea,Male,M40-44,78,15:57:34,488,1:53:54,525,7:13:12,480,6:25:49,491,Finisher
508,Jung Daehwa,Korea,Male,M50-54,76,16:00:22,489,2:14:47,564,7:21:41,494,6:02:55,452,Finisher
563,경무 백,Korea,Male,M50-54,77,16:00:58,490,1:32:50,321,7:26:07,500,6:33:01,499,Finisher
232,정윤 김,Korea,Male,M35-39,63,16:01:46,491,2:09:16,562,7:39:21,516,5:50:05,423,Finisher
199,Do-Joon Kim,Korea,Male,M35-39,64,16:08:07,492,2:03:08,553,7:20:29,493,6:20:28,485,Finisher
699,근배 유,Korea,Male,M60-64,29,16:10:59,493,1:48:05,487,7:34:38,512,6:30:54,494,Finisher
715,So Jeong Lee,Korea,Female,F65-69,1,16:11:20,494,1:42:08,442,8:18:13,549,5:52:32,430,Finisher
556,우석 김,Korea,Male,M50-54,78,16:12:09,495,1:47:29,484,7:25:19,499,6:31:38,497,Finisher
554,문석 김,Korea,Male,M50-54,79,16:12:59,496,1:33:26,330,8:02:13,538,6:14:51,471,Finisher
714,중돈 최,Korea,Male,M65-69,8,16:13:03,497,2:04:50,555,7:25:17,498,6:18:11,477,Finisher
408,Archibald Navarro Majam,Philippines,Male,M45-49,84,16:13:39,498,1:35:47,366,7:42:41,522,6:38:10,507,Finisher
376,Binwen Huang,Singapore,Male,M45-49,85,16:13:49,499,1:59:11,544,7:12:24,476,6:43:35,511,Finisher
71,Jinho Cho,Korea,Male,M18-24,6,16:14:33,500,1:29:10,246,6:57:05,427,7:27:59,527,Finisher
717,Satoshi Ishihara,Japan,Male,M70-74,1,16:20:11,501,1:36:22,375,7:50:50,529,6:32:12,498,Finisher
320,Manuel Henry Ii Villacruz,Philippines,Male,M40-44,79,16:21:05,502,1:40:13,425,7:48:26,528,6:31:09,495,Finisher
433,정훈 곽,Korea,Male,M45-49,86,16:21:18,503,1:56:22,537,8:12:20,545,5:51:41,428,Finisher
462,Byungju Kim,Korea,Female,F45-49,13,16:21:32,504,1:48:10,490,8:03:19,540,6:08:22,460,Finisher
493,Ivan I. Fojas,Philippines,Male,M50-54,80,16:22:00,505,1:29:07,243,8:00:55,535,6:22:56,486,Finisher
271,Monch Gonzales,Philippines,Male,M40-44,80,16:24:52,506,1:38:02,403,6:20:36,283,8:06:08,530,Finisher
582,So Young Park,Korea,Female,F50-54,11,16:26:06,507,1:24:26,171,7:16:04,487,7:22:49,526,Finisher
614,Sangho Lee,Korea,Male,M55-59,58,16:26:22,508,1:42:39,445,7:14:16,482,7:10:41,524,Finisher
702,Misuk Cho,Korea,Female,F60-64,3,16:26:58,509,1:50:18,497,8:01:48,537,6:17:38,476,Finisher
476,이 은희,Korea,Female,F45-49,14,16:29:41,510,1:51:08,502,8:12:40,546,6:05:11,457,Finisher
540,Kwangyoul Park,Korea,Male,M50-54,81,16:31:22,511,1:27:06,209,8:03:32,541,6:44:09,512,Finisher
578,Mira Kim,Korea,Female,F50-54,12,16:34:37,512,2:07:08,561,7:51:22,530,6:14:48,470,Finisher
597,Geonwoo Jeong,Korea,Male,M55-59,59,16:38:24,513,1:55:39,531,7:42:06,520,6:33:04,500,Finisher
602,Phil Sang Jung,Korea,Male,M55-59,60,16:45:50,514,1:39:34,420,8:13:15,547,6:37:43,506,Finisher
675,Bong Hyeon Kim,Korea,Male,M60-64,30,16:48:20,515,1:58:21,543,8:00:09,533,6:27:02,492,Finisher
504,Pyongjun Jeon,Korea,Male,M50-54,82,16:50:25,516,2:09:55,563,8:05:56,542,6:13:03,468,Finisher
454,일영 정,Korea,Male,M45-49,87,16:59:06,517,1:27:23,214,7:38:10,515,7:20:32,525,Finisher
552,대현 김,Korea,Male,M50-54,83,17:01:16,518,1:21:01,124,8:10:47,544,7:07:45,522,Finisher
148,성태 김,Korea,Male,M30-34,25,17:03:09,519,1:56:08,536,8:03:06,539,6:33:12,501,Finisher
424,Kwangwoo Son,Korea,Male,M45-49,88,17:07:14,520,1:25:37,189,7:29:57,507,7:49:27,529,Finisher
282,Sang Woo Joo,Korea,Male,M40-44,81,17:08:11,521,1:47:37,486,8:06:42,543,6:58:35,521,Finisher
138,Jin-Ha Kim,Korea,Male,M30-34,,,,1:52:03,512,8:28:43,551,6:10:27,465,NC
697,홍근 김,Korea,Male,M60-64,,,,2:01:51,549,8:16:59,548,6:16:47,474,NC
205,Iurii Kuznetsov,Unknown,Male,M35-39,,,,,,,,,,DQ
27,Han Kwon Yoo,Korea,Male,M45-49,,,,,,,,,,DQ
283,Sokwon Kang,Korea,Male,M40-44,,,,,,,,,,DQ
44,Wonseok Choi,Korea,Male,M40-44,,,,,,,,,,DQ
234,유현 노,Korea,Male,M35-39,,,,,,,,,,DQ
464,Hyekyung Kim,Korea,Female,F45-49,,,,,,,,,,DQ
401,Jaehoon Lee,Korea,Male,M45-49,,,,,,,,,,DQ
145,Suhyeok Yim,Korea,Male,M30-34,,,,,,,,,,DQ
716,Zhen Li,China,Female,F65-69,,,,,,,,,,DQ
445,철 박,Korea,Male,M45-49,,,,,,,,,,DQ
143,Sergey Pavlov,Unknown,Male,M30-34,,,,,,,,,,DQ
490,Hee Soo Choi,Korea,Male,M50-54,,,,,,,,,,DQ
119,Sar Porta Lopez,Spain,Female,F25-29,,,,,,,,,,DNS
97,Laura Ung,France,Female,F18-24,,,,,,,,,,DNS
132,Abram James Garcia,Philippines,Male,M30-34,,,,,,,,,,DNS
180,Stephanie Stephanie,Indonesia,Female,F30-34,,,,,,,,,,DNS
120,Martirosyan Milena,Armenia,Female,F25-29,,,,,,,,,,DNS
77,Joshua Shin,United States,Male,M18-24,,,,,,,,,,DNS
352,Gyongyi Jakab,Korea,Female,F40-44,,,,,,,,,,DNS
512,Choong Hon Kim,Korea,Male,M50-54,,,,,,,,,,DNS
85,Camille Baup,France,Female,F18-24,,,,,,,,,,DNS
662,Akari Akari,Japan,Male,M60-64,,,,,,,,,,DNS
84,Francesca Amara,United States,Female,F18-24,,,,,,,,,,DNS
92,Keyna Mouboungoulou,France,Female,F18-24,,,,,,,,,,DNS
81,Tom Tetier,France,Male,M18-24,,,,,,,,,,DNS
258,Carole Shim,Canada,Female,F35-39,,,,,,,,,,DNS
176,Saehae Moon,Canada,Female,F30-34,,,,,,,,,,DNS
350,동환 홍,Korea,Male,M40-44,,,,,,,,,,DNS
695,성균 김,Korea,Male,M60-64,,,,,,,,,,DNS
112,Jodi Awtrey,United States,Female,F25-29,,,,,,,,,,DNS
206,Harold Ray Larson,United States,Male,M35-39,,,,,,,,,,DNS
406,Sam Lu,United States,Male,M45-49,,,,,,,,,,DNS
279,Hyun Seok Jang,Korea,Male,M40-44,,,,,,,,,,DNS
113,Angele Behlouli,France,Female,F25-29,,,,,,,,,,DNS
636,Cheolwoon Woo,Korea,Male,M55-59,,,,,,,,,,DNS
665,Kang Dongsok,Korea,Male,M60-64,,,,,,,,,,DNS
125,Genesia Synclaire,Indonesia,Female,F25-29,,,,,,,,,,DNS
83,Valeria Margiotta Aguilera,France,Female,F18-24,,,,,,,,,,DNS
96,Jessica Ung,France,Female,F18-24,,,,,,,,,,DNS
101,Max Beauvais,France,Male,M25-29,,,,,,,,,,DNS
192,Seung Ho Choi,Korea,Male,M35-39,,,,,,,,,,DNS
645,신 동선,Korea,Male,M55-59,,,,,,,,,,DNS
79,Elliott Smith,United States,Male,M18-24,,,,,,,,,,DNS
162,Nathalia Veronica Santos Alfaro,El Salvador,Female,F30-34,,,,,,,,,,DNS
613,Junghwan Lee,Korea,Male,M55-59,,,,,,,,,,DNS
691,Soung Gen Woung,Korea,Male,M60-64,,,,,,,,,,DNS
449,덕룡 윤,Korea,Male,M45-49,,,,,,,,,,DNS
89,Melissa Jenkins,United States,Female,F18-24,,,,,,,,,,DNS
356,Oh Young Yun,Canada,Female,F40-44,,,,,,,,,,DNS
252,Bita Akbar,Canada,Female,F35-39,,,,,,,,,,DNS
469,Eun-Hye Seok,Canada,Female,F45-49,,,,,,,,,,DNS
158,유석 정,Korea,Male,M30-34,,,,,,,,,,DNS
115,Mireille Kieu,France,Female,F25-29,,,,,,,,,,DNS
150,석환 윤,Korea,Male,M30-34,,,,,,,,,,DNS
182,Syari Wulaningsih,Indonesia,Female,F30-34,,,,,,,,,,DNS
310,Dongcheon Park,Korea,Male,M40-44,,,,,,,,,,DNS
353,Kin Teaeui Junga,Korea,Female,F40-44,,,,,,,,,,DNS
431,Gyeongsu Yun,Korea,Male,M45-49,,,,,,,,,,DNS
164,Lyubanova Ekaterina,Unknown,Female,F30-34,,,,,,,,,,DNS
678,Seung Yong Kim,Korea,Male,M60-64,,,,,,,,,,DNS
479,Ferdinand Bautista,Philippines,Male,M50-54,,,,,,,,,,DNS
165,Dannica Tamara Malina Fernandez,Chile,Female,F30-34,,,,,,,,,,DNS
230,泽浩 张,China,Male,M35-39,,,,,,,,,,DNS
26,Byung Soo Koo,Korea,Male,M45-49,,,,,,,,,,DNS
443,성후 박,Korea,Male,M45-49,,,,,,,,,,DNS
713,성도 이,Korea,Male,M65-69,,,,,,,,,,DNS
346,병기 임,Korea,Male,M40-44,,,,,,,,,,DNS
94,Sophie Sayavong,France,Female,F18-24,,,,,,,,,,DNS
100,Quentin Bart,France,Male,M25-29,,,,,,,,,,DNS
485,Sunghoon Chang,Korea,Male,M50-54,,,,,,,,,,DNS
175,Lim Mariya,Kazakhstan,Female,F30-34,,,,,,,,,,DNS
108,Farhan Yakoubi,France,Male,M25-29,,,,,,,,,,DNS
351,Beaugeard Elisa,Armenia,Female,F40-44,,,,,,,,,,DNS
706,Michael Farnham,United States,Male,M65-69,,,,,,,,,,DNS
131,John Nicole Francisco,Philippines,Male,M30-34,,,,,,,,,,DNS
538,Hyoseok Park,Korea,Male,M50-54,,,,,,,,,,DNS
172,Nelia Kuzakbirdieva,Unknown,Female,F30-34,,,,,,,,,,DNS
595,Kyuhyun Hwang,Korea,Male,M55-59,,,,,,,,,,DNS
422,Dongcheol Ryu,Korea,Male,M45-49,,,,,,,,,,DNS
123,Camille Salese,France,Female,F25-29,,,,,,,,,,DNS
170,Darya Kim,Kazakhstan,Female,F30-34,,,,,,,,,,DNS
174,Jessica Tavares Machado,Brazil,Female,F30-34,,,,,,,,,,DNS
82,Participant A,China,Female,F18-24,,,,,,,,,,DNS
185,Dexter Ansaldo,Philippines,Male,M35-39,,,,,,,,,,DNS
379,Sungdo Jang,Korea,Male,M45-49,,,,,,,,,,DNS
144,Shaikh Mohammad Tauquir,India,Male,M30-34,,,,,,,,,,DNS
163,Ya Wen Chang,Taiwan,Female,F30-34,,,,,,,,,,DNS
307,Youngki Noh,Korea,Male,M40-44,,,,,,,,,,DNS
95,Lydia Skanderi,France,Female,F18-24,,,,,,,,,,DNS
91,Joelle Kieu,France,Female,F18-24,,,,,,,,,,DNS
111,Chepaikina Aleksandra,Unknown,Female,F25-29,,,,,,,,,,DNS
87,Manon Govin,France,Female,F18-24,,,,,,,,,,DNS
122,Siddiqua Namrah,Pakistan,Female,F25-29,,,,,,,,,,DNS
99,Maurice Au,France,Male,M25-29,,,,,,,,,,DNS
533,Dipak Mali,India,Male,M50-54,,,,,,,,,,DNS
121,Megala Moorthy,India,Female,F25-29,,,,,,,,,,DNS
63,Naoko Yoneyama,Japan,Female,F50-54,,,,,,,,,,DNS
124,Emily Saunders,United Kingdom,Female,F25-29,,,,,,,,,,DNS
183,Nikita Yadav,India,Female,F30-34,,,,,,,,,,DNS
181,Nath Sudarshini,India,Female,F30-34,,,,,,,,,,DNS
72,Jaemo Gu,Korea,Male,M18-24,,,,,,,,,,DNS
513,Daihyun Kim,Korea,Male,M50-54,,,,,,,,,,DNS
520,Junsu Kim,Korea,Male,M50-54,,,,,,,,,,DNS
383,Choungkuk Jin,Korea,Male,M45-49,,,,,,,,,,DNS
179,Olavario Richelle,Korea,Female,F30-34,,,,,,,,,,DNS
215,James Maines,United States,Male,M35-39,,,,,,,,,,DNS
73,Matthieu Hui Bo Hoa,France,Male,M18-24,,,,,,,,,,DNS
86,Ellie Choi,United States,Female,F18-24,,,,,,,,,,DNS
254,Yuan Yu Hsuan,Taiwan,Female,F35-39,,,,,,,,,,DNS
388,Kim Eunsik,Korea,Male,M45-49,,,,,,,,,,DNS
629,Jordan Seo,Korea,Male,M55-59,,,,,,,,,,DNS
93,Anna Porta,Spain,Female,F18-24,,,,,,,,,,DNS
430,Bok Dong Yun,Korea,Male,M45-49,,,,,,,,,,DNS
412,Ohara Ohara,Japan,Male,M45-49,,,,,,,,,,DNS
167,Salma Mohammad Kamal Hassan,Egypt,Female,F30-34,,,,,,,,,,DNS
262,Heejoon Byun,Canada,Male,M40-44,,,,,,,,,,DNS
161,Demier Alexandra,United States,Female,F30-34,,,,,,,,,,DNS
418,Sang Choon Park,Korea,Male,M45-49,,,,,,,,,,DNS
319,Brandon Southworth,United States,Male,M40-44,,,,,,,,,,DNS
370,Yonghoon Choi,Korea,Male,M45-49,,,,,,,,,,DNS
316,Jong Wook Son,Korea,Male,M40-44,,,,,,,,,,DNS
117,Nadezhda Kim,Unknown,Female,F25-29,,,,,,,,,,DNS
171,Kobeleva Ksenia,Unknown,Female,F30-34,,,,,,,,,,DNS
114,Naseer Hira,Pakistan,Female,F25-29,,,,,,,,,,DNS
118,Kavya Kumar,Korea,Female,F25-29,,,,,,,,,,DNS
658,Sergi Porta,Spain,Female,F55-59,,,,,,,,,,DNS
218,Changyong Park,Canada,Male,M35-39,,,,,,,,,,DNS
90,Mariem Kallel,Tunisia,Female,F18-24,,,,,,,,,,DNS
5,Joo Hyun Lee,Korea,Female,F40-44,,,,,,,,,,DNS
321,Jiafu Wei,China,Male,M40-44,,,,,,,,,,DNS
88,Laura Hayrapetyan,Armenia,Female,F18-24,,,,,,,,,,DNS
223,Rossman Pineda,Philippines,Male,M35-39,,,,,,,,,,DNS
98,Awais Ashraf,Pakistan,Male,M25-29,,,,,,,,,,DNS
593,Anthony Head,Australia,Male,M55-59,,,,,,,,,,DNS
168,Shashini Karunasena,Sri Lanka,Female,F30-34,,,,,,,,,,DNS
331,동현 김,Korea,Male,M40-44,,,,,,,,,,DNS
322,Bui Do Nguyen Wowart.Vn,Vietnam,Male,M40-44,,,,,,,,,,DNS
177,Nelly Obrecht,France,Female,F30-34,,,,,,,,,,DNS
473,Rubis Yulia,Unknown,Female,F45-49,,,,,,,,,,DNS
627,Sergio Porta,Spain,Male,M55-59,,,,,,,,,,DNS
20,Artem Mosalev,Uzbekistan,Male,M35-39,,,,1:06:08,16,4:57:34,16,,,DNF
9,Junghyun Cho,Korea,Male,M60-64,,,,1:23:28,153,5:14:42,50,,,DNF
557,원중 김,Korea,Male,M50-54,,,,2:18:45,565,7:36:15,513,,,DNF
40,Eunbyul Koh,Korea,Female,F30-34,,,,1:40:35,427,7:00:28,440,2:44:12,2,DNF
646,병기 오,Korea,Male,M55-59,,,,1:40:51,430,6:17:53,268,,,DNF
336,천학 박,Korea,Male,M40-44,,,,1:57:20,541,,,,,DNF
289,Tae Hyoung Kim,Korea,Male,M40-44,,,,1:22:44,144,5:04:30,22,,,DNF
478,Samsul Bahari Adnan,Malaysia,Male,M50-54,,,,1:20:27,120,,,,,DNF
369,Eun Hyeok Choi,Korea,Male,M45-49,,,,1:36:57,383,,,,,DNF
553,동길 김,Korea,Male,M50-54,,,,1:27:41,223,8:00:42,534,3:54:53,55,DNF
207,Gi Yeop Lee,Korea,Male,M35-39,,,,1:17:11,77,6:15:58,256,,,DNF
50,Younghwan Oh,Korea,Male,M40-44,,,,1:02:07,7,4:48:58,9,,,DNF
609,Woo Sik Kim,Korea,Male,M55-59,,,,1:35:40,364,7:02:45,447,,,DNF
529,Ju Suck Lee,Korea,Male,M50-54,,,,1:24:13,167,6:06:48,218,,,DNF
689,Jong Won Shon,United States,Male,M60-64,,,,1:56:00,534,7:59:06,532,5:56:20,435,DNF
596,Jang Jongcheul,Korea,Male,M55-59,,,,1:31:53,301,7:46:10,526,,,DNF
308,Omar Ochoa,United States,Male,M40-44,,,,,,,,,,DNF
584,Mijin Yun,Korea,Female,F50-54,,,,1:36:08,372,,,,,DNF
294,Chi Oh Lee,Korea,Male,M40-44,,,,1:46:18,476,,,,,DNF
575,Hyang Su Heo,Korea,Female,F50-54,,,,1:45:47,471,,,,,DNF
146,강훈 김,Korea,Male,M30-34,,,,1:39:23,418,8:37:04,553,,,DNF
711,기욱 손,Korea,Male,M65-69,,,,1:37:37,395,8:31:14,552,,,DNF
631,Hyungcheol Shin,Korea,Male,M55-59,,,,,,,,,,DNF
670,Sangsu Jang,Korea,Male,M60-64,,,,1:46:04,474,8:01:43,536,1:03:34,1,DNF
498,Sung Min Heo,Korea,Male,M50-54,,,,1:36:01,370,6:43:37,377,3:26:44,12,DNF
49,Myeung Jin Oh,Korea,Male,M40-44,,,,1:15:39,56,5:02:11,18,,,DNF
318,Sung Wook Song,Korea,Male,M40-44,,,,1:45:38,469,5:56:37,169,,,DNF
672,Woon Jae Jeong,Korea,Male,M60-64,,,,2:01:34,548,,,,,DNF
709,Dongin Park,Korea,Male,M65-69,,,,2:27:16,567,6:38:42,352,,,DNF
434,기홍 김,Korea,Male,M45-49,,,,1:32:23,312,3:31:00,1,,,DNF
409,Kyung Hyun Moon,Korea,Male,M45-49,,,,1:35:02,354,7:02:05,445,4:31:50,163,DNF
719,원요 박,Korea,Male,M75-79,,,,2:00:07,546,,,,,DNF
385,Jin-Bong Jung,Korea,Male,M45-49,,,,1:52:48,515,6:27:50,316,,,DNF
581,Hyunsun Park,Korea,Female,F50-54,,,,,,,,,,DNF
209,Kyunghan Lee,Korea,Male,M35-39,,,,1:16:36,67,,,,,DNF
514,Deayoung Kim,Korea,Male,M50-54,,,,1:23:43,160,,,,,DNF
135,Wonjung Kang,Korea,Male,M30-34,,,,,,,,,,DNF
47,민국(MinKuk) 이(Lee),Korea,Male,M40-44,,,,1:29:12,249,6:19:35,277,,,DNF
447,동수 신,Korea,Male,M45-49,,,,,,,,,,DNF
567,석기 이,Korea,Male,M50-54,,,,1:53:29,521,,,,,DNF
30,Youngju Lee,Korea,Female,F45-49,,,,,,,,,,DNF
226,Raymond Uy,Philippines,Male,M35-39,,,,1:43:28,450,6:25:18,305,4:53:49,258,DNF
468,Sunjung Oh,Korea,Female,F45-49,,,,1:07:01,20,,,,,DNF
576,Jung Sook Kim,Korea,Female,F50-54,,,,1:32:56,323,7:42:47,523,,,DNF
561,용호 박,Korea,Male,M50-54,,,,,,,,,,DNF
667,Myung Sik Hong,Korea,Male,M60-64,,,,1:17:11,78,5:56:08,164,,,DNF
386,Chang Junho,Korea,Male,M45-49,,,,2:04:57,556,6:47:30,396,,,DNF
339,동수 서,Korea,Male,M40-44,,,,2:24:23,566,,,,,DNF
718,병두 김,Korea,Male,M75-79,,,,1:44:09,454,8:19:52,550,,,DNF
305,In Sik Nam,Korea,Male,M40-44,,,,,,,,,,DNF
57,Sungpil Kim,Korea,Male,M45-49,,,,1:26:34,203,,,,,DNF
133,Jaeyeong Gwon,Korea,Male,M30-34,,,,2:02:09,550,7:12:49,479,,,DNF